,pl,en
thief_description,"        Dawniej była policja, sądy, więzienia. Gdy tacy jak ty włamali się gdzieś i próbowali coś wykraść, to albo im się udawało, albo wpadali w ręce wymiaru sprawiedliwości. Mogli mieć znajomości w policji i wyjść na wolność. Mogli mieć doskonałego adwokata i wyjść na wolność. Mogli przekupić sędziego i wyjść na... 
        Dziś nie ma policji. Nie ma adwokatów. Nie ma ławy przysięgłych. Jeśli wleziesz komuś do domu i popełnisz jeden błąd, będzie to ostatni błąd w twoim życiu. W dzisiejszych czasach ludzie nie lubią być okradani. Jeśli chcesz być złodziejem, musisz być diabelnie odważny. Musisz mieć stalowe nerwy. I musisz być naprawdę cholernie dobry. Cichy, sprytny, spostrzegawczy.","In the past, there was the police, courts, and prisons. When people like you broke into a place and tried to steal something, either they succeeded, or they fell into the hands of the justice system. They might have had connections in the police and walked free. They might have had an excellent lawyer and walked free. They could bribe a judge and walk…
Today, there is no police. There are no lawyers. There are no juries. If you break into someone's home and make one mistake, it will be the last mistake of your life. In today's times, people don't like to be robbed. If you want to be a thief, you need to be devilishly brave. You must have nerves of steel. And you must be genuinely damn good. Quiet, clever, observant."
soldier_description,"        Wojna jeszcze się nie skończyła, żołnierzu. To, że na południu nie słyachać wybuchów, nie widać dywizji czołgów, czy regimentów piechoty, nie znaczy, że to koniec. Na północy mamy regularny front. Nasz kraj nie poddał się. Nie upadł na kolana. Nigdy nie podpiszemy układu, który narzucałby na nas więzy i kradł nasze najcenniejsze dobro - wolność. Żołnierzu, twoi rodzice żyli w wolnym kraju i w takim kraju wychowają się twoje dzieci. Zniszczymy wroga, który atakuje nasz kraj. 
        Żołnierzu, postawa! 
        Przed nami wiele pracy. Zabierajcie broń, ruszamy na północ, do boju...","
The war is not over yet, soldier. Just because we don't hear the explosions or see tank divisions and infantry regiments in the south doesn't mean it's over. In the north, we have a regular front. Our country has not surrendered. It has not fallen to its knees. We will never sign a treaty that would impose bonds on us and steal our most precious possession - freedom. Soldier, your parents lived in a free country, and your children will be raised in such a country. We will destroy the enemy attacking our nation.
Soldier, attention!
There is much work ahead of us. Take up your weapons; we are moving north, into battle..."
tastes_like_arsenic_long_description,"Lata babrania się w toksycznych świństwach zrobiły swoje. Łykasz uran jak czekoladki, popijasz naftą. Nie zatrudnią cię w kopalni jako detektor gazu, bo jesteś odporny. Otrzymujesz modyfikator -30% w testach Kondycji na skażenie i radiację.","The years of dealing with toxic stuff have taken their toll. You swallow uranium like candy, wash it down with gasoline. They won't hire you in a mine as a gas detector because you're immune. You receive a -30% modifier on Constitution tests for contamination and radiation."
pharmacist_long_description,"Jesteś Mesjaszem Nowej Ery. Potrafisz produkować środki błyskawicznego leczenia: Painkillery, Medpaki i DeadLine. PT testów Chemii są odpowiednio: 
        Painkiller - Trudny; 
        Medpak - B. Trudny; 
        Deadline - Ch. Tudny. Musisz dysponować laboratorium i składnikami. Produkcja jednej działki zajmuje ci około 4h.","You are the Messiah of the New Era. You can produce lightning-fast healing agents: Painkillers, Medpaks, and Deadlines. The Difficulty Level (PT) for Chemistry tests is as follows:
Painkiller - Hard;
Medpak - Very Hard;
Deadline - Extremely Hard.
You need to have a laboratory and the necessary ingredients. It takes you about 4 hours to produce one batch."
one_of_them_long_description,"Posiadasz widoczny symbol przynależności do siejącego grozę gangu. Nikt, kto nie ma jaj ze stali, ci nie podskoczy. Byle kto nie będzie ci pyskować, ani się z tobą sprzeczać, nie odważą się spojrzeć ci w oczy, będą się także bali tak po prostu cię olać. ALE. Ale ci z jajami ze stali mogą przerobić się na pasztet - za to tylko, że jesteś „jednym z nich”. Dodatkowo 100 gambli na Znajomości w Gangach.","You possess a visible symbol of affiliation with a terrifying gang. Anyone who doesn't have nerves of steel won't dare to challenge you. They won't argue with you or look you in the eye, and they'll be afraid to simply ignore you. However, those with nerves of steel can act like they're ""one of them"" to get on your good side. You also receive an extra 100 gambles for Connections in Gangs."
brave_or_stupid?_long_description,"Nikt nie jest w stanie cię zastraszyć, przynajmniej do czasu, aż cię poważnie nie zrani. Po prostu nie jesteś w stanie uwierzyć, że ktokolwiek odważyłby się ci podskoczyć. 
        Masz jeden automatyczny sukces we wszystkich testach Zastraszania i Morale.","No one can intimidate you, at least until they seriously injure you. You simply can't believe that anyone would dare to challenge you. You have one automatic success in all Intimidation and Morale tests."
diehard_long_description,"Ten fragment o pompowaniu posoki, to nie była poezja, mam rację? To cholerna prawda. Ciężko cię wyłączyć z gry. Mówię wyłączyć z gry, bo o tym, żeby po prostu cię zabić, nawet nie myślę. Reguła dotycząca zwiększania poziomu zadanych obrażeń (1 lub 2 na kościach podczas ataku, trafienia w głowę itd.) nie dotyczy cię w walce wręcz. Choćby twój przeciwnik rzucił i trzy jedynki, to wcale nie oznacza, że przebił ci serce.","The part about pumping someone full of lead wasn't poetry, was it? It's darn true. It's hard to take you out of the game. I say ""out of the game"" because I'm not even thinking about killing you. The rule about increasing the level of damage dealt (1 or 2 on the dice during an attack, hitting the head, etc.) doesn't apply to you in close combat. Even if your opponent rolls three ones, it doesn't mean they pierced your heart."
teaspoon_long_description,"Co gorsza, z tą łyżeczką też nie przesadziłem, wiem o tym doskonale. Gladiator to taki facet, który walczy tym, co wpadnie mu w łapska. Sieć, hydrant, rurka gazowa, siekierka strażacka. Cokolwiek weźmiesz w łapska - Mistrz Gry musi traktować tak, jak gdybyś miał Umiejętność walki tym czymś na poziomie minimum 4. Nawet, jeśli jest to ta zasrana łyżeczka... 
        To gwarantowane minimum 4 nie sumuje się z Umiejętnością. 
        Cecha nie dotyczy oczywiście broni palnej!","What's worse, I didn't exaggerate with that spoon either, I'm well aware of it. A Gladiator is a guy who fights with whatever he gets his hands on. A net, a fire hydrant, a gas pipe, a firefighter's ax. Anything you grab hold of - the Game Master must treat it as if you had a minimum Skill level of 4 with that thing. Even if it's that damn spoon...
The guaranteed minimum of 4 doesn't stack with your Skill, of course! This characteristic doesn't apply to firearms!"
trade_route_long_description,"Nie jesteś jakimś tam stacjonarnym straganiarzem sprzedającym ogórki, bliżej ci do twardzieli pokroju wędrownego sprzedawcy bojlerów. Zdeptałeś kawał świata i poznałeś niejedno miejsce, więc wielu ludzi cię rozpoznaje, a na niektórych możesz nawet liczyć. Zaczynasz z dodatkowymi 150 gamblami na Znajomych (nie Wojowników).","You're not just some stationary vendor selling cucumbers; you're closer to a tough guy like a traveling boiler salesman. You've traveled a piece of the world, and you've been to many places, so many people recognize you, and you can even count on some of them. You start with an additional 150 gambits for Contacts (not Warriors)."
used_car_salesman_long_description,"Szklarz to taki facet, co bawi się kitem. Głównie wciskaniem kitu. Stąd przydomek szklarz - bo świetnie wciskasz kit. Handlując, kiedy próbujesz wcisnąć komuś jakiś kit (testy Perswazji i Blefu) twój Spryt wzrasta o 2.","A glazier is a guy who plays with putty. Mainly pushing putty. That's why the nickname glazier - because you're great at pushing putty. When dealing, when you try to feed someone some putty (Persuasion and Bluff tests), your Cunning increases by 2."
look_me_in_the_eyes_long_description,"Kaznodzieja potrafi wyczuć kłamstwo na kilometr. To tajemnica jego władzy nad ludźmi. Zabobonni wierzą nawet, że potrafi czytać w myślach. W trakcie dłuższej rozmowy, Kaznodzieja i rozmówca wykonują Trudne testy Charakteru. Jeśli Kaznodzieja zda test, a jego rozmówca nie, lub gdy Kaznodzieja uzyska przewagę w teście Przeciwstawnym, wtedy klecha odkryje kłamstwo.","The preacher can sense a lie from a mile away. It's the secret of his power over people. Superstitious folks even believe he can read minds. During a lengthy conversation, the Preacher and the interlocutor conduct Difficult Charisma tests. If the Preacher passes the test and his interlocutor doesn't, or if the Preacher gains the upper hand in the Opposed test, the preacher uncovers the lie."
amen_long_description,"Jeśli podczas testu na jednej z kości wypadnie jedynka, liczy się ona jako dwa sukcesy (a w walce zamienia inną kość w sukces z wynikiem 1). Jedynka to znak od tego z góry, że jesteś na dobrej drodze. Wypatruj znaków. Możesz tego użyć maksymalnie 3 razy na sesję. A decydujesz już po rzucie.","If a one appears on one of the dice during a test, it counts as two successes (and in combat, it converts another die into a success with a result of 1). The one is a sign from above that you're on the right path. Watch for signs. You can use this feature up to a maximum of 3 times per session, and you decide this after the roll."
gunslinger_long_description,"Wyciągasz pistolet z kabury w mgnieniu oka. 
        Jeśli używasz krótkiej broni palnej, pistolet w kaburze traktuje się tak, jakbyś miał go już dobytego w dłoni.","
You draw your pistol from the holster in the blink of an eye.
If you're using a short firearm, the pistol in the holster is treated as if you already had it in your hand."
last_bullet_long_description,"Jeśli w twoim rewolwerze została jeszcze tylko jedna kula, strzał ten będzie dla ciebie łatwiejszy o 1 Poziom Trudności testu.","If there's only one bullet left in your revolver, the shot becomes 1 Difficulty Level easier for you."
